DATE	type	rarity	vendor	level	name	brand	slot	armor	core	attributes	talents	mods
2023-01-03	gear	header-he	DZ East	40	FK 910	China Light Industries Corporation	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>7.6% Headshot Damage <br/><span class="icon-defensive"></span>4,029 Armor Regeneration	-	-
2023-01-03	gear	header-he	Haven	40	Cavalry TAC-Pack	Belstone Armory	Backpack	131k	<span class="icon-defensive"></span>127,530 Armor	<span class="icon-offensive"></span>7.6% Headshot Damage <br/><span class="icon-offensive"></span>10.3% Critical Hit Damage	<span class="icon-active"></span>Unstoppable Force	Offensive
2023-01-03	gear	header-he	Haven	40	Nahar Knees	Golan Gear Ltd	Kneepads	99k	<span class="icon-defensive"></span>112,326 Armor	<span class="icon-offensive"></span>5.5% Weapon Handling <br/><span class="icon-offensive"></span>7.6% Headshot Damage	-	-
2023-01-03	gear	header-he	Haven	40	Vertical Y Holster	Sokolov Concern	Holster	112k	<span class="icon-offensive"></span>12.0% Weapon Damage	<span class="icon-defensive"></span>14,932 Health <br/><span class="icon-offensive"></span>4.9% Critical Hit Chance	-	-
2023-01-03	gear	header-he	Benitez	40	Stridssäck Combat Sack	Fenris Group AB	Backpack	131k	<span class="icon-offensive"></span>13.4% Weapon Damage	<span class="icon-utility"></span>9.0% Skill Damage <br/><span class="icon-defensive"></span>12,125 Health	<span class="icon-active"></span>Leadership	Offensive
2023-01-03	gear	header-he	Benitez	40	Dusk Attack Gloves	Grupo Sombra S.A.	Gloves	80k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-defensive"></span>8.3% Hazard Protection <br/><span class="icon-offensive"></span>7.5% Headshot Damage	-	-
2023-01-03	gear	header-he	Benitez	40	Duel Holster	Hana-U Corporation	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.0% Skill Haste <br/><span class="icon-defensive"></span>6.9% Explosive Resistance	-	-
2023-01-03	gear	header-named	Cassie	40	Picaro's Holster	Brazos de Arcabuz	Holster	112k	<span class="icon-defensive"></span>132,290 Armor	<span class="icon-defensive"></span>4,435 Armor Regeneration <br/><span class="icon-offensive"></span>15.0% Weapon Damage	-	-
2023-01-03	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>150,796 Armor	<span class="icon-offensive"></span>8.3% Headshot Damage <br/><span class="icon-defensive"></span>16,082 Health	<span class="icon-active"></span>Perfect Intimidate	Utility
2023-01-03	gear	header-gs	Cassie	40	Rigger Gear Bag	Rigger	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>7.5% Explosive Resistance  	<span class="icon-active"></span>Complete Uptime	Utility
2023-01-03	gear	header-gs	Cassie	40	Unflinching Vest	Heartbreaker	Chest	158k	<span class="icon-defensive"></span>137,415 Armor	<span class="icon-defensive"></span>16,699 Health  	<span class="icon-active"></span>Max BPM	Defensive
2023-01-03	gear	header-gs	Cassie	40	Medical Grade Tac-Gloves	Eclipse Protocol	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>6.5% Weapon Handling  	-	-
2023-01-03	gear	header-gs	Cassie	40	Rigger Collision Guards	Rigger	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>4,076 Armor Regeneration  	-	-
2023-01-03	gear	header-gs	Cassie	40	Rigger Utility Pouch	Rigger	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.6% Status Effects  	-	-
2023-01-03	gear	header-gs	Cassie	40	Biohazard Mask	Eclipse Protocol	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.3% Skill Damage  	-	Utility
2023-01-03	gear	header-he	Cassie	40	Durability Gloves Meles	Badger Tuff	Gloves	80k	<span class="icon-defensive"></span>170,000 Armor	<span class="icon-defensive"></span>9.4% Hazard Protection <br/><span class="icon-offensive"></span>3.8% Headshot Damage	-	-
2023-01-03	gear	header-he	Cassie	40	Deadstick Protection Mask	Overlord Armaments	Mask	80k	<span class="icon-offensive"></span>10.9% Weapon Damage	<span class="icon-offensive"></span>11.2% Critical Hit Damage <br/><span class="icon-defensive"></span>3,942 Armor Regeneration	-	Offensive
2023-01-10	gear	header-he	Haven	40	Rally Point Secure Pack	Sokolov Concern	Backpack	131k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-offensive"></span>4.0% Critical Hit Chance <br/><span class="icon-defensive"></span>8.6% Hazard Protection	<span class="icon-active"></span>Energize	Offensive
2023-01-10	gear	header-he	Haven	40	Knee Savers	Hana-U Corporation	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.4% Skill Haste <br/><span class="icon-utility"></span>8.4% Status Effects	-	-
2023-01-10	gear	header-he	Haven	40	Pridwen Holster	Richter & Kaiser	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>12.5% Repair Skills <br/><span class="icon-defensive"></span>18935 Health	-	-
2023-01-10	gear	header-named	White House	40	Force Multiplier	Hana-U Corporation	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.1% Skill Haste <br/><span class="icon-utility"></span>8.4% Status Effects	<span class="icon-active"></span>Perfect Combined Arms	Offensive
2023-01-10	gear	header-gs	White House	40	Tactical 48h Backpack	Providence Defense	Backpack	131k	<span class="icon-offensive"></span>13.8% Weapon Damage	<span class="icon-utility"></span>6.5% Status Effects <br/><span class="icon-defensive"></span>9.2% Explosive Resistance	<span class="icon-active"></span>Shock and Awe	Offensive
2023-01-10	gear	header-gs	White House	40	Reinforced Utility Vest	Alps Summit Armaments	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>7.5% Explosive Resistance <br/><span class="icon-utility"></span>16.6% Repair Skills	<span class="icon-active"></span>Headhunter	Utility
2023-01-10	gear	header-named	Countdown	40	Pointman	Gila Guard	Chest	158k	<span class="icon-defensive"></span>139612 Armor	<span class="icon-utility"></span>10.8% Skill Haste <br/><span class="icon-offensive"></span>5.0% Critical Hit Chance	<span class="icon-active"></span>Perfect Vanguard	Defensive
2023-01-10	gear	header-gs	Clan	40	Serpentine Array Vest	Hard Wired	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>Skill Tier% Hazard Protection  	<span class="icon-active"></span>Positive Reinforcement	Utility
2023-01-10	gear	header-gs	Clan	40	Containment Carryall	Eclipse Protocol	Backpack	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>17.4% Repair Skills  	<span class="icon-active"></span>Symptom Aggravator	Utility
2023-01-10	gear	header-gs	Clan	40	Appleton Body Armor	True Patriot	Chest	158k	<span class="icon-defensive"></span>135796 Armor	<span class="icon-defensive"></span>4056 Armor Regeneration  	<span class="icon-active"></span>Waving the Flag	Defensive
2023-01-10	gear	header-he	Clan	40	Constantin Sheath	Uzina Getica	Holster	112k	<span class="icon-defensive"></span>149717 Armor	<span class="icon-defensive"></span>3795 Armor Regeneration <br/><span class="icon-offensive"></span>6.9% Headshot Damage	-	-
2023-01-10	gear	header-he	Clan	40	Faux Leather Mitts	Empress International	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>9.0% Hazard Protection <br/><span class="icon-utility"></span>10.8% Skill Haste	-	-
2023-01-10	gear	header-he	Clan	40	Sundown Knee Guards	Grupo Sombra S.A.	Kneepads	99k	<span class="icon-offensive"></span>11.9% Weapon Damage	<span class="icon-offensive"></span>10.6% Critical Hit Damage <br/><span class="icon-defensive"></span>8.9% Hazard Protection	-	-
2023-01-10	gear	header-he	The Theater	40	Theodora Grips	Uzina Getica	Gloves	80k	<span class="icon-defensive"></span>138683 Armor	<span class="icon-utility"></span>5.4% Skill Damage <br/><span class="icon-offensive"></span>5.0% Critical Hit Chance	-	-
2023-01-10	gear	header-he	The Theater	40	Pivot Pads	Petrov Defense Group	Kneepads	99k	<span class="icon-offensive"></span>10.1% Weapon Damage	<span class="icon-utility"></span>6.8% Skill Damage <br/><span class="icon-defensive"></span>8.8% Hazard Protection	-	-
2023-01-10	gear	header-he	The Campus	40	Breathe-Easy Mask	Walker, Harris & Co.	Mask	80k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-offensive"></span>10.1% Critical Hit Damage <br/><span class="icon-defensive"></span>7.1% Explosive Resistance	-	Offensive
2023-01-10	gear	header-he	The Campus	40	Pridwen Holster	Richter & Kaiser	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>10.1% Critical Hit Damage <br/><span class="icon-defensive"></span>3921 Armor Regeneration	-	-
2023-01-10	gear	header-gs	DZ West	40	Medical Grade Tac-Gloves	Eclipse Protocol	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>4.7% Critical Hit Chance  	-	-
2023-01-10	gear	header-gs	DZ West	40	Aggressor Kneepads	Umbra Initiative	Kneepads	99k	<span class="icon-defensive"></span>115082 Armor	<span class="icon-defensive"></span>3767 Armor Regeneration  	-	-
2023-01-10	gear	header-he	DZ West	40	Srivatsa War Grips	Richter & Kaiser	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.1% Status Effects <br/><span class="icon-defensive"></span>16329 Health	-	-
2023-01-10	gear	header-he	DZ West	40	Sidewinder Kneepads	Gila Guard	Kneepads	99k	<span class="icon-defensive"></span>117645 Armor	<span class="icon-defensive"></span>6.9% Explosive Resistance <br/><span class="icon-offensive"></span>4.4% Critical Hit Chance	-	-
2023-01-10	gear	header-gs	DZ South	40	Abberton Dynamo Carrier	Hard Wired	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.3% Skill Haste  	<span class="icon-active"></span>Short Circuit	Utility
2023-01-10	gear	header-gs	DZ South	40	Hunter's Cage	Hunter's Fury	Chest	158k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-utility"></span>15.8% Repair Skills  	<span class="icon-active"></span>Endless Hunger	Offensive
2023-01-10	gear	header-he	DZ South	40	Scapula Bug-out Bag	Wyvern Wear	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>7.2% Skill Damage <br/><span class="icon-defensive"></span>7.1% Explosive Resistance	<span class="icon-active"></span>Composure	Utility
2023-01-10	gear	header-he	DZ South	40	Counterforce Vest	Providence Defense	Chest	158k	<span class="icon-offensive"></span>10.2% Weapon Damage	<span class="icon-offensive"></span>5.5% Weapon Handling <br/><span class="icon-utility"></span>15.6% Repair Skills	<span class="icon-active"></span>Skilled	Offensive
2023-01-10	gear	header-gs	DZ East	40	Snow Job Mask	Negotiator's Dilemma	Mask	80k	<span class="icon-offensive"></span>10.7% Weapon Damage	<span class="icon-offensive"></span>4.9% Critical Hit Chance  	-	Offensive
2023-01-10	gear	header-gs	DZ East	40	Anvil Toolbelt	Foundry Bulwark	Holster	112k	<span class="icon-defensive"></span>157785 Armor	<span class="icon-offensive"></span>5.0% Weapon Handling  	-	-
2023-01-10	gear	header-he	DZ East	40	Lomond Medium Breather	Douglas & Harding	Mask	80k	<span class="icon-offensive"></span>10.7% Weapon Damage	<span class="icon-offensive"></span>7.8% Headshot Damage <br/><span class="icon-offensive"></span>6.5% Weapon Handling	-	Offensive
2023-01-10	gear	header-he	DZ East	40	Torque Enabled Leg Rig	Alps Summit Armaments	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>16.0% Repair Skills <br/><span class="icon-defensive"></span>4209 Armor Regeneration	-	-
2023-01-10	gear	header-he	Benitez	40	Reinforced Utility Vest	Alps Summit Armaments	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-utility"></span>7.6% Skill Damage	<span class="icon-active"></span>Braced	Utility
2023-01-10	gear	header-he	Benitez	40	Dusk Attack Gloves	Grupo Sombra S.A.	Gloves	80k	<span class="icon-offensive"></span>10.1% Weapon Damage	<span class="icon-offensive"></span>9.8% Critical Hit Damage <br/><span class="icon-defensive"></span>16786 Health	-	-
2023-01-10	gear	header-he	Benitez	40	Ilarion Filter	Uzina Getica	Mask	80k	<span class="icon-defensive"></span>106905 Armor	<span class="icon-defensive"></span>4356 Armor Regeneration <br/><span class="icon-defensive"></span>7.4% Explosive Resistance	-	Defensive
2023-01-10	gear	header-named	Cassie	40	Pointman	Gila Guard	Chest	158k	<span class="icon-defensive"></span>139,612 Armor	<span class="icon-utility"></span>10.8% Skill Haste <br/><span class="icon-offensive"></span>5% Critical Hit Chance	<span class="icon-active"></span>Perfect Vanguard	Defensive
2023-01-10	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>132,290 Armor	<span class="icon-utility"></span>8.38% Status Effects <br/><span class="icon-offensive"></span>7.8% Headshot Damage	<span class="icon-active"></span>Perfect Intimidate	Utility
2023-01-10	gear	header-gs	Cassie	40	Umbra Initiative Backpack	Umbra Initiative	Backpack	131k	<span class="icon-offensive"></span>13.7% Weapon Damage	<span class="icon-defensive"></span>8.0% Hazard Protection  	<span class="icon-active"></span>Into the Light	Offensive
2023-01-10	gear	header-gs	Cassie	40	Unflinching Vest	Heartbreaker	Chest	158k	<span class="icon-defensive"></span>140,867 Armor	<span class="icon-defensive"></span>8.8% Hazard Protection  	<span class="icon-active"></span>Max BPM	Defensive
2023-01-10	gear	header-gs	Cassie	40	APM Controller Gloves	Future Initiative	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>4,130 Armor Regeneration  	-	-
2023-01-10	gear	header-gs	Cassie	40	Nina Prone Pads	Aces & Eights	Kneepads	99k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>10.5% Critical Hit Damage  	-	-
2023-01-10	gear	header-gs	Cassie	40	Rush Tactics Holster	Future Initiative	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.6% Skill Haste  	-	-
2023-01-10	gear	header-gs	Cassie	40	Fog of War Mask	Future Initiative	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>17.2% Repair Skills  	-	Utility
2023-01-10	gear	header-he	Cassie	40	Big Drum Body Armor	Overlord Armaments	Chest	158k	<span class="icon-offensive"></span>9.0% Weapon Damage	<span class="icon-defensive"></span>9.6% Hazard Protection <br/><span class="icon-utility"></span>11.6% Skill Haste	<span class="icon-active"></span>Spark	Offensive
2023-01-10	gear	header-he	Cassie	40	Didactyl Pad Holster	Wyvern Wear	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.9% Status Effects <br/><span class="icon-defensive"></span>4,184 Armor Regeneration	-	-
2023-01-17	gear	header-he	White House	40	Demeter Quick-Stash	Airaldi Holdings	Backpack	131k	<span class="icon-offensive"></span>10.9% Weapon Damage	<span class="icon-defensive"></span>3,936 Armor Regeneration <br/><span class="icon-offensive"></span>6.5% Weapon Handling	<span class="icon-active"></span>Clutch	Offensive
2023-01-17	gear	header-he	White House	40	Athena Missile Vest	Airaldi Holdings	Chest	158k	<span class="icon-offensive"></span>10.3% Weapon Damage	<span class="icon-utility"></span>15.7% Repair Skills <br/><span class="icon-defensive"></span>8.6% Hazard Protection	<span class="icon-active"></span>Tech Support	Offensive
2023-01-17	gear	header-gs	Clan	40	Snow Job Mask	Negotiator's Dilemma	Mask	80k	<span class="icon-offensive"></span>10.5% Weapon Damage	<span class="icon-defensive"></span>16,606 Health  	-	Offensive
2023-01-17	gear	header-gs	Clan	40	Ever-ready Holster	Heartbreaker	Holster	112k	<span class="icon-defensive"></span>125,944 Armor	<span class="icon-defensive"></span>9.0% Explosive Resistance  	-	-
2023-01-17	gear	header-gs	Clan	40	Striker's Mask	Striker's Battlegear	Mask	80k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-offensive"></span>10.3% Critical Hit Damage  	-	Offensive
2023-01-17	gear	header-he	Clan	40	Ops Armor	Petrov Defense Group	Chest	158k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-defensive"></span>16,020 Health <br/><span class="icon-offensive"></span>10.3% Critical Hit Damage	<span class="icon-active"></span>Kinetic Momentum	Offensive
